# Receiver Point (#),X(m),Y(m),Z(m),Distance (m),Strongest Power (dBm),Total Power (dBm),Total Power With Phase (dBm),Best SINR (dB),RSSI (dBm),RSRP (dBm),RSRQ (dB),Strongest power transmitter (Tx #)
85,1595.99,1357.72,2.0,168.0,-12.7664,-10.80392,-12.27557,2.431654,-10.80392,-43.55821,-12.7543,19.0
86,1594.92,1356.04,2.0,170.0,-14.8164,-12.06508,-17.50364,0.5343799,-12.06508,-45.60821,-13.54314,19.0
87,1593.84,1354.35,2.0,172.0,-13.9386,-11.75522,-8.235705,1.849215,-11.75522,-44.73041,-12.97519,19.0
88,1592.76,1352.67,2.0,174.0,-14.6828,-11.07996,-10.15748,-1.113857,-11.07996,-45.47461,-14.39465,11.0
89,1591.68,1350.99,2.0,176.0,-13.9189,-10.23979,-14.31636,-1.24823,-10.23979,-44.71071,-14.47092,11.0
90,1590.61,1349.31,2.0,178.0,-13.2858,-9.410784,-18.87955,-1.585518,-9.410784,-44.07761,-14.66683,11.0
91,1589.53,1347.62,2.0,180.0,-13.3067,-9.11402,-5.995947,-2.110771,-9.11402,-44.09851,-14.98449,19.0
92,1588.45,1345.94,2.0,182.0,-11.5763,-8.997185,-14.64198,0.9099481,-8.997185,-42.36811,-13.37093,19.0
93,1587.37,1344.26,2.0,184.0,-10.8882,-7.3462,-9.598364,-1.005347,-7.3462,-41.68001,-14.33381,19.0
94,1586.29,1342.58,2.0,186.0,-11.4249,-6.965018,-6.043468,-2.534513,-6.965017,-42.21671,-15.25169,19.0
95,1585.21,1340.9,2.0,188.0,-11.0807,-7.874628,-13.15973,-0.3830967,-7.874628,-41.87251,-13.99788,19.0
96,1584.13,1339.22,2.0,190.0,-9.698019,-6.40068,-9.314058,-0.556278,-6.400679,-40.48983,-14.08915,11.0
97,1583.05,1337.53,2.0,192.0,-9.955371,-7.32339,-15.36654,0.7927672,-7.32339,-40.74718,-13.42379,11.0
98,1581.97,1335.85,2.0,194.0,-9.997489,-7.324224,-3.288861,0.7024409,-7.324223,-40.7893,-13.46508,11.0
99,1580.89,1334.17,2.0,196.0,-10.048,-6.589736,-10.59291,-0.854009,-6.589736,-40.83981,-14.25007,11.0
100,1579.81,1332.49,2.0,198.0,-8.16354,-5.397648,-2.467204,0.5033931,-5.397648,-38.95535,-13.5577,11.0
101,1578.73,1330.81,2.0,200.0,-11.2755,-7.79026,-10.1801,-0.9030259,-7.79026,-42.06731,-14.27705,19.0
102,1577.65,1329.13,2.0,202.0,-8.805452,-6.524001,-9.546367,1.605184,-6.524002,-39.59726,-13.07326,11.0
103,1576.57,1327.45,2.0,204.0,-8.77598,-6.161583,-3.800147,0.8315491,-6.161583,-39.56779,-13.40621,11.0
104,1575.49,1325.77,2.0,206.0,-9.37911,-7.430533,-18.90089,2.470011,-7.430533,-40.17092,-12.74039,11.0
105,1574.41,1324.09,2.0,208.0,-10.5792,-7.975609,-5.581006,0.8554784,-7.975609,-41.37101,-13.3954,19.0
106,1573.33,1322.41,2.0,210.0,-7.663441,-5.7855,-3.333226,2.66827,-5.7855,-38.45525,-12.66975,19.0
107,1572.25,1320.73,2.0,212.0,-8.026171,-5.194297,-14.8054,0.3644981,-5.194297,-38.81798,-13.62369,19.0
108,1571.16,1319.04,2.0,214.0,-8.724771,-6.562619,-4.899027,1.903147,-6.562619,-39.51658,-12.95396,19.0
109,1570.08,1317.37,2.0,216.0,-8.562009,-6.402542,-4.371039,1.909995,-6.402543,-39.35382,-12.95128,19.0
110,1569.0,1315.68,2.0,218.0,-7.64591,-6.759951,-6.077158,6.453199,-6.759951,-38.43772,-11.67777,19.0
111,1567.92,1314.01,2.0,220.0,-8.51162,-7.451633,-13.44624,5.58407,-7.451633,-39.30343,-11.8518,19.0
112,1566.84,1312.33,2.0,222.0,-7.33036,-6.480337,-7.721942,6.651592,-6.480337,-38.12217,-11.64184,19.0
113,1565.75,1310.65,2.0,224.0,-10.0738,-8.610311,-9.589437,3.971673,-8.61031,-40.86561,-12.2553,19.0
114,1564.67,1308.97,2.0,226.0,-7.505181,-6.760792,-13.37118,7.282336,-6.760792,-38.29699,-11.5362,19.0
115,1563.59,1307.29,2.0,228.0,-12.5746,-11.36824,-22.29502,4.945951,-11.36824,-43.36641,-11.99817,19.0
116,1562.5,1305.61,2.0,230.0,-10.4647,-9.12748,-8.820941,4.430053,-9.12748,-41.25651,-12.12903,19.0
117,1561.42,1303.93,2.0,232.0,-7.4336,-6.792059,-11.85985,7.980878,-6.792059,-38.22541,-11.43335,19.0
118,1560.34,1302.25,2.0,234.0,-6.512239,-6.218238,-9.900297,11.54653,-6.218238,-37.30405,-11.08581,19.0
119,1559.25,1300.57,2.0,236.0,-9.859881,-9.179327,-15.7437,7.704494,-9.179327,-40.65169,-11.47237,19.0
120,1558.17,1298.89,2.0,238.0,-4.666769,-4.554912,-4.304391,15.83516,-4.554912,-35.45858,-10.90367,19.0
121,1557.08,1297.21,2.0,240.0,-13.8592,-12.05281,-13.08242,2.875273,-12.05281,-44.65101,-12.5982,19.0
122,1556.0,1295.54,2.0,242.0,-13.0958,-10.50885,-16.99962,0.8924745,-10.50885,-43.88761,-13.37876,19.0
123,1554.91,1293.86,2.0,244.0,-18.2602,-16.29599,-18.62497,2.426908,-16.29599,-49.05201,-12.75602,11.0
124,1553.83,1292.18,2.0,246.0,-18.962,-16.18873,-20.11,0.4877513,-16.18873,-49.75381,-13.56508,11.0
125,1552.74,1290.5,2.0,248.0,-14.0115,-12.20718,-10.00028,2.881351,-12.20718,-44.80331,-12.59614,11.0
126,1551.66,1288.82,2.0,250.0,-14.7745,-13.33404,-14.13686,4.052711,-13.33404,-45.56631,-12.23227,11.0
127,1550.57,1287.15,2.0,252.0,-8.2866,-7.751619,-11.95015,8.824216,-7.751618,-39.07841,-11.32679,11.0
128,1549.49,1285.47,2.0,254.0,-14.2051,-11.82618,-23.0056,1.370429,-11.82618,-44.99691,-13.17073,11.0
129,1548.4,1283.79,2.0,256.0,-13.0279,-12.28634,-12.56878,7.300282,-12.28633,-43.81971,-11.53338,19.0
130,1547.31,1282.11,2.0,258.0,-9.757919,-9.197215,-7.403454,8.607138,-9.197215,-40.54973,-11.35252,19.0
131,1546.23,1280.43,2.0,260.0,-8.58867,-7.911919,-9.149322,7.730785,-7.911919,-39.38048,-11.46856,19.0
132,1545.14,1278.76,2.0,262.0,-9.943209,-9.392903,-7.415725,8.693739,-9.392903,-40.73502,-11.34212,19.0
133,1544.05,1277.08,2.0,264.0,-13.4718,-12.73221,-19.7922,7.312897,-12.73221,-44.26361,-11.5314,19.0
134,1542.97,1275.4,2.0,266.0,-14.6741,-13.84397,-16.60123,6.76471,-13.84397,-45.46591,-11.62194,19.0
135,1541.88,1273.73,2.0,268.0,-20.759,-17.87307,-17.40994,0.2523963,-17.87307,-51.55081,-13.67775,8.0
136,1540.79,1272.05,2.0,270.0,-22.0964,-21.43824,-19.1023,7.861278,-21.43824,-52.88821,-11.44997,8.0
137,1539.71,1270.37,2.0,272.0,-24.5629,-23.0479,-24.73867,3.794176,-23.04789,-55.35471,-12.30683,8.0
138,1538.62,1268.7,2.0,274.0,-30.9491,-26.71271,-27.94552,-2.18118,-26.71269,-61.74091,-15.02822,11.0
139,1537.53,1267.02,2.0,276.0,-28.8124,-26.66459,-25.62519,1.939782,-26.66458,-59.60421,-12.93963,11.0
140,1536.44,1265.34,2.0,278.0,-35.1791,-32.12671,-40.77576,-0.08386938,-32.12666,-65.97091,-13.84425,19.0
141,1535.35,1263.67,2.0,280.0,-26.3729,-25.99399,-23.27359,10.4015,-25.99398,-57.16471,-11.17074,19.0
142,1534.26,1261.99,2.0,282.0,-37.431,-35.02322,-32.63479,1.30209,-35.02313,-68.22281,-13.19968,11.0
143,1533.18,1260.32,2.0,284.0,-38.3763,-35.71441,-49.95741,0.7270097,-35.71431,-69.16812,-13.4538,11.0
144,1532.09,1258.64,2.0,286.0,-34.3454,-31.96264,-30.61819,1.361219,-31.9626,-65.13722,-13.17462,11.0
145,1531.0,1256.97,2.0,288.0,-31.7269,-29.84804,-36.53502,2.665574,-29.84801,-62.51871,-12.6707,11.0
146,1529.91,1255.29,2.0,290.0,-31.8481,-30.90172,-34.57341,6.135238,-30.90169,-62.63991,-11.73823,8.0
147,1528.82,1253.62,2.0,292.0,-30.6179,-27.24053,-36.06728,-0.7055434,-27.24052,-61.40971,-14.16919,11.0
148,1527.72,1251.94,2.0,294.0,-34.1777,-31.18799,-27.49291,0.04121085,-31.18796,-64.96951,-13.78156,8.0
149,1526.63,1250.27,2.0,296.0,-35.6897,-31.00594,-34.67538,-2.878506,-31.00591,-66.48151,-15.47561,11.0
150,1525.54,1248.59,2.0,298.0,-36.2365,-33.06948,-30.08299,-0.3080894,-33.06943,-67.02831,-13.95889,19.0
151,1524.45,1246.92,2.0,300.0,-33.5999,-31.16383,-41.4428,1.236043,-31.1638,-64.39171,-13.22792,8.0
152,1523.36,1245.24,2.0,302.0,-31.8164,-30.03342,-26.29638,2.944352,-30.0334,-62.60821,-12.57482,19.0
153,1522.26,1243.57,2.0,304.0,-36.8424,-34.90717,-39.67294,2.506795,-34.90708,-67.63421,-12.72713,19.0
154,1521.17,1241.89,2.0,306.0,-29.1772,-28.1427,-26.48647,5.702968,-28.14269,-59.96901,-11.82633,19.0
155,1520.08,1240.22,2.0,308.0,-35.607,-32.63886,-37.10725,0.08463964,-32.63881,-66.39881,-13.76,19.0
156,1518.98,1238.55,2.0,310.0,-34.3292,-32.07638,-41.35926,1.675477,-32.07634,-65.12101,-13.04468,19.0
157,1517.89,1236.87,2.0,312.0,-34.3763,-31.59301,-38.00482,0.4664639,-31.59297,-65.16811,-13.57514,11.0
158,1516.79,1235.2,2.0,314.0,-34.4536,-31.20709,-31.77489,-0.4602965,-31.20706,-65.24541,-14.03836,11.0
159,1515.69,1233.53,2.0,316.0,-35.3633,-31.53302,-39.48526,-1.509527,-31.53298,-66.15511,-14.62213,11.0
160,1514.6,1231.86,2.0,318.0,-34.7235,-31.53084,-33.99525,-0.357457,-31.5308,-65.51531,-13.98452,11.0
161,1513.5,1230.19,2.0,320.0,-32.8483,-30.9017,-32.54083,2.475397,-30.90167,-63.64011,-12.73844,11.0
162,1512.4,1228.52,2.0,322.0,-33.7013,-32.18038,-39.06584,3.774003,-32.18034,-64.49311,-12.31278,8.0
163,1511.3,1226.85,2.0,324.0,-33.1308,-30.15074,-27.08573,0.06063664,-30.15071,-63.92261,-13.7719,11.0
164,1510.2,1225.18,2.0,326.0,-34.2917,-30.85608,-37.39683,-0.8127301,-30.85605,-65.08351,-14.22746,11.0
165,1509.11,1223.51,2.0,328.0,-36.2358,-32.65566,-32.44858,-1.073601,-32.65561,-67.02761,-14.372,8.0
166,1508.01,1221.83,2.0,330.0,-36.816,-33.94646,-32.24566,0.2860936,-33.94639,-67.60781,-13.66142,20.0
167,1506.92,1220.16,2.0,332.0,-35.2157,-33.58225,-31.99225,3.404303,-33.58219,-66.00751,-12.42532,20.0
168,1505.83,1218.48,2.0,334.0,-36.0997,-32.9041,-44.24096,-0.3631137,-32.90405,-66.89151,-13.98746,20.0
169,1504.74,1216.81,2.0,336.0,-35.3618,-31.76395,-29.43381,-1.105068,-31.76391,-66.15361,-14.3897,20.0
170,1503.65,1215.13,2.0,338.0,-33.2511,-30.1749,-27.30777,-0.1308776,-30.17487,-64.04291,-13.86804,19.0
171,1502.56,1213.45,2.0,340.0,-35.3461,-31.27925,-28.79085,-1.905759,-31.27921,-66.13791,-14.8587,11.0
172,1501.48,1211.77,2.0,342.0,-32.3165,-28.90594,-31.08088,-0.7667652,-28.90592,-63.10832,-14.20239,20.0
173,1500.39,1210.09,2.0,344.0,-27.1632,-26.26879,-27.31271,6.407531,-26.26878,-57.95501,-11.68623,20.0
174,1499.3,1208.42,2.0,346.0,-34.7783,-31.71853,-32.93464,-0.09846929,-31.71848,-65.57011,-13.85163,20.0
175,1498.23,1206.97,2.0,348.0,-34.725,-31.61111,-32.85212,-0.2048479,-31.61107,-65.51681,-13.90574,11.0
176,1498.99,1208.82,2.0,350.0,-34.5876,-31.35125,-28.19709,-0.4409901,-31.35121,-65.37942,-14.0282,19.0
177,1499.68,1210.69,2.0,352.0,-29.446,-27.89062,-26.8458,3.658551,-27.89061,-60.23781,-12.34721,20.0
178,1500.15,1212.63,2.0,354.0,-35.0082,-33.78122,-32.2404,4.861269,-33.78115,-65.80001,-12.01886,20.0
179,1499.73,1214.49,2.0,356.0,-31.9306,-28.63109,-26.6766,-0.5603858,-28.63107,-62.72241,-14.09134,19.0
180,1497.77,1214.69,2.0,358.0,-32.7343,-29.76608,-26.62823,0.08452655,-29.76606,-63.52611,-13.76005,20.0
181,1495.82,1215.11,2.0,360.0,-32.6912,-31.88475,-29.72003,6.902342,-31.88471,-63.48301,-11.59831,19.0
182,1493.97,1215.87,2.0,362.0,-32.0223,-31.20707,-30.25883,6.850861,-31.20704,-62.81411,-11.60708,19.0
183,1492.21,1216.82,2.0,364.0,-31.2016,-30.70637,-30.50445,9.179466,-30.70633,-61.99341,-11.28708,11.0
184,1490.51,1217.87,2.0,366.0,-34.5877,-33.69177,-32.49463,6.399119,-33.69171,-65.37951,-11.6878,19.0
185,1488.83,1218.96,2.0,368.0,-34.436,-34.11111,-35.94228,11.09607,-34.11104,-65.22781,-11.11677,19.0
186,1487.17,1220.06,2.0,370.0,-44.7449,-43.05442,-40.78105,3.223386,-43.05386,-75.53671,-12.48285,19.0
187,1485.49,1221.15,2.0,372.0,-35.1869,-34.57492,-34.27995,8.200296,-34.57484,-65.97871,-11.40387,19.0
188,1483.78,1222.2,2.0,374.0,-32.9786,-32.16709,-33.97269,6.872546,-32.16704,-63.77041,-11.60337,19.0
189,1482.04,1223.18,2.0,376.0,-34.9424,-33.98953,-36.36265,6.102002,-33.98946,-65.73422,-11.74475,19.0
190,1480.25,1224.06,2.0,378.0,-39.9284,-39.15809,-38.40303,7.118983,-39.15787,-70.72021,-11.56234,11.0
191,1478.4,1224.83,2.0,380.0,-37.129,-33.71967,-32.00351,-0.7645899,-33.7196,-67.92081,-14.20121,19.0
192,1476.49,1225.43,2.0,382.0,-40.6872,-38.64938,-38.99189,2.226973,-38.64918,-71.47901,-12.82983,19.0
193,1474.54,1225.85,2.0,384.0,-37.2201,-33.95719,-33.6149,-0.4914678,-33.95712,-68.01191,-14.05479,11.0
194,1472.56,1226.17,2.0,386.0,-35.8609,-34.52856,-41.95145,4.448212,-34.52848,-66.65271,-12.12423,11.0
195,1470.58,1226.42,2.0,388.0,-26.4669,-25.83455,-25.84477,8.048215,-25.83454,-57.25871,-11.42417,19.0
196,1468.59,1226.62,2.0,390.0,-19.0628,-18.98035,-18.75169,17.1744,-18.98035,-49.85461,-10.87427,19.0
197,1466.6,1226.77,2.0,392.0,-21.9012,-21.21354,-18.78733,7.655733,-21.21354,-52.69301,-11.47947,19.0
198,1464.6,1226.87,2.0,394.0,-27.4034,-24.97286,-22.97644,1.248992,-24.97285,-58.19521,-13.22236,19.0
199,1462.6,1226.94,2.0,396.0,-32.7054,-31.40993,-30.01438,4.589607,-31.40989,-63.49721,-12.08732,19.0
200,1460.6,1226.98,2.0,398.0,-31.3952,-29.68846,-28.53586,3.174815,-29.68844,-62.18701,-12.49858,19.0
201,1458.6,1226.99,2.0,400.0,-21.4775,-21.29902,-22.02812,13.77242,-21.29902,-52.26931,-10.97029,19.0
202,1456.6,1226.97,2.0,402.0,-19.5659,-19.53156,-20.5414,21.00166,-19.53155,-50.35771,-10.82616,19.0
203,1454.6,1226.93,2.0,404.0,-15.1676,-15.1371,-14.63923,21.51906,-15.1371,-45.95941,-10.82232,19.0
204,1452.6,1226.86,2.0,406.0,-22.6136,-22.54657,-21.90902,18.08134,-22.54657,-53.40541,-10.85885,19.0
205,1450.61,1226.78,2.0,408.0,-17.8468,-17.82498,-17.9196,22.97846,-17.82498,-48.63861,-10.81363,19.0
206,1448.61,1226.68,2.0,410.0,-14.9324,-14.92258,-14.83132,26.45284,-14.92258,-45.72421,-10.80163,19.0
207,1446.61,1226.56,2.0,412.0,-27.6182,-27.44589,-26.53575,13.92804,-27.44588,-58.41001,-10.96413,19.0
208,1444.62,1226.42,2.0,414.0,-17.8025,-17.79337,-17.94112,26.76963,-17.79337,-48.59431,-10.80094,19.0
209,1442.62,1226.27,2.0,416.0,-34.8649,-33.34508,-34.38641,3.777667,-33.34502,-65.65671,-12.31169,19.0
210,1440.63,1226.11,2.0,418.0,-17.4771,-17.46389,-17.36661,25.16064,-17.46389,-48.26891,-10.80503,19.0
