# Receiver Point (#),X(m),Y(m),Z(m),Distance (m),Strongest Power (dBm),Total Power (dBm),Total Power With Phase (dBm),Best SINR (dB),RSSI (dBm),RSRP (dBm),RSRQ (dB),Strongest power transmitter (Tx #)
56,1282.58,1259.64,2.0,110.0,-26.4869,-23.85956,-25.49814,0.8029559,-23.85955,-57.27871,-13.41917,19.0
57,1281.12,1261.0,2.0,112.0,-29.0784,-25.69403,-25.63259,-0.718477,-25.69402,-59.87021,-14.17619,19.0
58,1279.65,1262.35,2.0,114.0,-29.6971,-27.26879,-25.41576,1.254184,-27.26877,-60.48891,-13.22014,8.0
59,1278.18,1263.71,2.0,116.0,-30.1953,-26.95998,-21.77872,-0.4389678,-26.95997,-60.98711,-14.02714,11.0
60,1276.71,1265.06,2.0,118.0,-28.2761,-25.82625,-21.03544,1.204079,-25.82624,-59.06791,-13.24167,11.0
61,1275.25,1266.42,2.0,120.0,-27.9651,-26.31935,-23.60324,3.365345,-26.31934,-58.75691,-12.43757,11.0
62,1273.78,1267.78,2.0,122.0,-27.7921,-25.84881,-27.98144,2.48461,-25.8488,-58.58391,-12.73512,11.0
63,1272.31,1269.13,2.0,124.0,-27.4615,-25.63512,-28.09689,2.816748,-25.63511,-58.25331,-12.61821,11.0
64,1270.84,1270.49,2.0,126.0,-26.4116,-25.27102,-26.80408,5.22376,-25.27101,-57.20341,-11.93241,11.0
65,1269.37,1271.85,2.0,128.0,-23.929,-22.99031,-23.57862,6.174788,-22.9903,-54.72081,-11.73051,11.0
66,1267.91,1273.2,2.0,130.0,-23.9259,-23.16377,-22.47849,7.170877,-23.16376,-54.71771,-11.55395,11.0
67,1266.44,1274.56,2.0,132.0,-28.5684,-26.45542,-23.88076,2.029616,-26.45541,-59.36021,-12.9048,11.0
68,1264.98,1275.91,2.0,134.0,-28.405,-26.2098,-25.22285,1.819353,-26.20979,-59.19681,-12.98702,11.0
69,1263.51,1277.27,2.0,136.0,-28.1886,-25.64359,-31.26864,0.9864635,-25.64358,-58.98041,-13.33683,8.0
70,1262.04,1278.63,2.0,138.0,-29.4067,-26.0109,-22.3941,-0.7395752,-26.01089,-60.19851,-14.18762,8.0
71,1260.57,1279.98,2.0,140.0,-27.5399,-24.41835,-24.55379,-0.2197469,-24.41834,-58.33171,-13.91338,11.0
72,1259.1,1281.34,2.0,142.0,-30.6126,-26.21974,-21.73702,-2.429675,-26.21972,-61.40441,-15.18469,11.0
73,1257.63,1282.7,2.0,144.0,-27.0092,-25.13743,-29.09417,2.685848,-25.13742,-57.80101,-12.66359,8.0
74,1256.17,1284.05,2.0,146.0,-25.9114,-24.21874,-26.34349,3.218331,-24.21873,-56.70321,-12.48448,8.0
75,1254.7,1285.41,2.0,148.0,-26.0646,-24.17248,-30.74391,2.627987,-24.17248,-56.85641,-12.68394,8.0
76,1253.23,1286.77,2.0,150.0,-27.5847,-24.1302,-29.36761,-0.8471741,-24.13019,-58.37651,-14.24633,8.0
77,1251.76,1288.12,2.0,152.0,-26.6539,-24.45465,-23.77373,1.80914,-24.45464,-57.44571,-12.99107,11.0
78,1250.3,1289.48,2.0,154.0,-25.9867,-23.70437,-22.91233,1.603022,-23.70437,-56.77851,-13.07415,11.0
79,1248.83,1290.83,2.0,156.0,-26.0847,-23.85138,-27.10921,1.723914,-23.85137,-56.87651,-13.02514,11.0
80,1247.37,1292.19,2.0,158.0,-25.693,-24.22879,-24.82643,3.969121,-24.22878,-56.48481,-12.25603,11.0
81,1245.9,1293.55,2.0,160.0,-26.5529,-24.48569,-28.16413,2.149444,-24.48568,-57.34471,-12.85903,11.0
82,1244.43,1294.91,2.0,162.0,-27.9907,-25.35488,-31.71378,0.7842977,-25.35487,-58.78251,-13.42765,11.0
83,1242.96,1296.26,2.0,164.0,-29.8964,-26.32074,-26.46674,-1.065555,-26.32073,-60.68821,-14.36749,11.0
84,1241.5,1297.62,2.0,166.0,-29.748,-25.954,-21.90517,-1.447383,-25.95399,-60.53981,-14.58582,19.0
85,1240.03,1298.98,2.0,168.0,-29.6265,-26.00388,-25.26466,-1.148889,-26.00387,-60.41831,-14.41444,19.0
86,1238.57,1300.33,2.0,170.0,-28.7328,-25.7753,-22.75352,0.1062379,-25.77529,-59.52461,-13.74932,8.0
87,1237.1,1301.69,2.0,172.0,-28.5454,-24.67373,-23.43683,-1.579866,-24.67372,-59.33721,-14.66349,8.0
88,1235.64,1303.05,2.0,174.0,-26.6316,-23.01021,-26.01407,-1.146712,-23.0102,-57.42341,-14.41321,8.0
89,1234.17,1304.41,2.0,176.0,-26.3711,-23.21344,-19.64858,-0.2898975,-23.21343,-57.16291,-13.94948,11.0
90,1232.71,1305.77,2.0,178.0,-25.5719,-21.7713,-24.90649,-1.458699,-21.77129,-56.36371,-14.59242,11.0
91,1231.24,1307.12,2.0,180.0,-25.6964,-22.826,-23.48034,0.2844491,-22.826,-56.48821,-13.66222,11.0
92,1229.78,1308.48,2.0,182.0,-26.0297,-22.68548,-30.05233,-0.6439925,-22.68548,-56.82151,-14.13603,11.0
93,1228.32,1309.84,2.0,184.0,-24.729,-22.17802,-20.54194,0.9730164,-22.17802,-55.52081,-13.3428,8.0
94,1226.85,1311.2,2.0,186.0,-25.5001,-23.26018,-23.28062,1.707531,-23.26018,-56.29191,-13.03173,8.0
95,1225.39,1312.56,2.0,188.0,-31.4395,-27.66991,-27.84731,-1.405405,-27.66989,-62.23131,-14.56142,11.0
96,1223.92,1313.92,2.0,190.0,-30.4523,-26.36145,-25.77745,-1.945123,-26.36144,-61.24411,-14.88267,11.0
97,1222.46,1315.28,2.0,192.0,-27.2486,-24.16814,-22.29409,-0.1392178,-24.16814,-58.04041,-13.87228,11.0
98,1221.0,1316.64,2.0,194.0,-25.4766,-23.92957,-34.80014,3.686371,-23.92956,-56.26841,-12.33885,11.0
99,1219.53,1318.01,2.0,196.0,-24.6532,-23.65299,-31.76579,5.867196,-23.65298,-55.44501,-11.79203,11.0
100,1218.07,1319.37,2.0,198.0,-24.3445,-21.96736,-18.44101,1.374631,-21.96735,-55.13631,-13.16896,11.0
101,1216.61,1320.73,2.0,200.0,-24.3089,-22.24013,-22.54428,2.145336,-22.24012,-55.10071,-12.86059,11.0
102,1215.15,1322.09,2.0,202.0,-25.2539,-22.09302,-17.36883,-0.296122,-22.09302,-56.04571,-13.9527,11.0
103,1213.69,1323.46,2.0,204.0,-24.4501,-22.05824,-22.55112,1.339782,-22.05823,-55.24191,-13.18368,8.0
104,1212.22,1324.82,2.0,206.0,-25.0395,-22.57546,-18.03022,1.171233,-22.57545,-55.83131,-13.25586,8.0
105,1210.76,1326.18,2.0,208.0,-26.2046,-23.01336,-21.82171,-0.3546567,-23.01335,-56.99641,-13.98306,11.0
106,1209.31,1327.54,2.0,210.0,-24.5005,-22.10682,-22.52205,1.335492,-22.10681,-55.29231,-13.1855,11.0
107,1207.84,1328.91,2.0,212.0,-24.1876,-22.33042,-33.71922,2.72766,-22.33041,-54.97941,-12.649,11.0
108,1206.38,1330.28,2.0,214.0,-25.2756,-23.96572,-27.60388,4.534107,-23.96571,-56.06741,-12.1017,11.0
109,1204.93,1331.64,2.0,216.0,-27.4706,-25.55094,-25.4509,2.550458,-25.55093,-58.26241,-12.71148,11.0
110,1203.47,1333.01,2.0,218.0,-27.2351,-24.93722,-26.57023,1.565082,-24.93722,-58.02691,-13.08969,11.0
111,1202.01,1334.37,2.0,220.0,-25.1143,-22.65581,-25.60608,1.184082,-22.65581,-55.90611,-13.2503,11.0
112,1200.55,1335.74,2.0,222.0,-23.7317,-21.39534,-18.14149,1.472011,-21.39533,-54.52351,-13.12818,11.0
113,1199.09,1337.11,2.0,224.0,-23.9189,-20.88795,-29.51859,-0.04121758,-20.88794,-54.71071,-13.82277,8.0
114,1197.64,1338.47,2.0,226.0,-26.0902,-22.83161,-22.0133,-0.4831569,-22.83161,-56.88201,-14.05041,11.0
115,1196.18,1339.84,2.0,228.0,-23.855,-21.77737,-18.6051,2.121997,-21.77736,-54.64681,-12.86945,8.0
116,1194.73,1341.21,2.0,230.0,-24.6411,-21.97051,-27.495,0.7082513,-21.9705,-55.43291,-13.46241,11.0
117,1193.27,1342.58,2.0,232.0,-23.5664,-21.02453,-29.77131,0.9935498,-21.02452,-54.35821,-13.33369,11.0
118,1191.82,1343.95,2.0,234.0,-24.1549,-22.56202,-24.4402,3.535247,-22.56202,-54.94671,-12.3847,11.0
119,1190.36,1345.32,2.0,236.0,-25.5557,-22.42544,-23.15454,-0.2366989,-22.42544,-56.34751,-13.92207,11.0
120,1188.91,1346.69,2.0,238.0,-24.6386,-21.58937,-23.79568,-0.07752911,-21.58936,-55.43041,-13.84105,11.0
121,1187.46,1348.07,2.0,240.0,-22.935,-19.82284,-24.63698,-0.2013938,-19.82284,-53.72681,-13.90398,8.0
122,1186.0,1349.44,2.0,242.0,-23.005,-20.28128,-37.16654,0.5934029,-20.28127,-53.79681,-13.51554,8.0
123,1184.55,1350.82,2.0,244.0,-24.6622,-21.60266,-19.55106,-0.09794249,-21.60265,-55.45401,-13.85136,11.0
124,1183.1,1352.19,2.0,246.0,-23.2918,-21.91777,-20.62366,4.292766,-21.91777,-54.08361,-12.16584,11.0
125,1181.65,1353.57,2.0,248.0,-23.1948,-21.69336,-21.40008,3.840438,-21.69336,-53.98661,-12.29325,11.0
126,1180.2,1354.94,2.0,250.0,-23.6866,-21.43671,-21.42637,1.682822,-21.43671,-54.47841,-13.04171,11.0
127,1178.75,1356.32,2.0,252.0,-23.1635,-21.83969,-19.34719,4.480884,-21.83969,-53.95531,-12.11562,11.0
128,1177.31,1357.7,2.0,254.0,-23.0349,-20.13298,-26.87388,0.2195267,-20.13298,-53.82671,-13.69374,11.0
129,1175.86,1359.08,2.0,256.0,-23.5687,-21.18758,-31.24962,1.365205,-21.18758,-54.36051,-13.17293,11.0
130,1174.41,1360.46,2.0,258.0,-22.654,-20.45711,-24.60955,1.815099,-20.45711,-53.44581,-12.98871,11.0
131,1172.97,1361.84,2.0,260.0,-23.0312,-20.59657,-37.06771,1.239476,-20.59657,-53.82301,-13.22644,11.0
132,1171.52,1363.22,2.0,262.0,-22.33,-20.31483,-27.7898,2.288238,-20.31482,-53.12181,-12.80699,11.0
133,1170.08,1364.6,2.0,264.0,-22.4688,-20.17582,-19.05711,1.577016,-20.17582,-53.26061,-13.08479,11.0
134,1168.64,1365.98,2.0,266.0,-21.7489,-19.65631,-18.19175,2.082763,-19.6563,-52.54071,-12.88441,11.0
135,1167.2,1367.37,2.0,268.0,-21.6657,-19.9083,-29.20848,3.020847,-19.9083,-52.45751,-12.54921,11.0
136,1165.76,1368.75,2.0,270.0,-21.1532,-18.89089,-15.91365,1.652153,-18.89088,-51.94501,-13.05413,11.0
137,1164.32,1370.14,2.0,272.0,-22.129,-19.92679,-18.9021,1.801711,-19.92679,-52.92081,-12.99403,11.0
138,1162.88,1371.53,2.0,274.0,-20.8598,-19.77102,-25.50372,5.45269,-19.77102,-51.65161,-11.88059,11.0
139,1161.44,1372.92,2.0,276.0,-21.1033,-19.69739,-21.62035,4.17635,-19.69739,-51.89511,-12.19773,11.0
140,1160.01,1374.31,2.0,278.0,-21.2463,-19.13506,-17.84063,2.034169,-19.13506,-52.03811,-12.90305,11.0
141,1158.57,1375.7,2.0,280.0,-20.5826,-19.16493,-17.80936,4.133995,-19.16493,-51.37441,-12.20948,11.0
142,1157.14,1377.09,2.0,282.0,-21.2015,-18.92292,-17.95368,1.612214,-18.92292,-51.99331,-13.07039,11.0
143,1155.71,1378.49,2.0,284.0,-22.896,-19.87194,-20.09362,-0.0274838,-19.87193,-53.68781,-13.81588,11.0
144,1154.28,1379.88,2.0,286.0,-22.3542,-20.16025,-22.96096,1.822507,-20.16025,-53.14601,-12.98577,11.0
145,1152.85,1381.28,2.0,288.0,-19.2882,-18.1224,-22.82375,5.115676,-18.1224,-50.08001,-11.95761,11.0
146,1151.42,1382.68,2.0,290.0,-20.0247,-18.87991,-23.68296,5.205602,-18.87991,-50.81651,-11.93661,11.0
147,1150.0,1384.08,2.0,292.0,-20.5021,-19.21747,-24.43111,4.631934,-19.21747,-51.29391,-12.07644,11.0
148,1148.57,1385.48,2.0,294.0,-22.7192,-19.72623,-25.2891,0.03471432,-19.72622,-53.51101,-13.78479,8.0
149,1147.15,1386.88,2.0,296.0,-22.8683,-20.34817,-29.36209,1.042783,-20.34817,-53.66011,-13.31194,8.0
150,1145.73,1388.29,2.0,298.0,-22.2461,-19.49366,-16.96063,0.5320064,-19.49366,-53.03791,-13.54425,8.0
151,1144.31,1389.69,2.0,300.0,-23.8141,-20.79147,-27.43236,-0.02463611,-20.79147,-54.60591,-13.81445,11.0
152,1142.89,1391.1,2.0,302.0,-23.5125,-20.66812,-17.69045,0.3384207,-20.66812,-54.30431,-13.6362,8.0
153,1141.47,1392.51,2.0,304.0,-23.7979,-21.28271,-23.56441,1.054006,-21.2827,-54.58971,-13.30701,11.0
154,1140.06,1393.92,2.0,306.0,-23.2207,-21.03969,-18.69197,1.855208,-21.03969,-54.01251,-12.97283,8.0
155,1138.65,1395.34,2.0,308.0,-24.4092,-21.55146,-18.42389,0.3106669,-21.55145,-55.20101,-13.64956,8.0
156,1137.24,1396.76,2.0,310.0,-21.9582,-20.10016,-25.20505,2.725189,-20.10015,-52.75001,-12.64986,8.0
157,1135.83,1398.17,2.0,312.0,-22.3564,-19.6476,-17.85093,0.6255025,-19.6476,-53.14821,-13.50061,8.0
158,1134.43,1399.6,2.0,314.0,-22.0914,-19.32921,-17.24956,0.5112634,-19.32921,-52.88321,-13.554,11.0
159,1133.03,1401.02,2.0,316.0,-22.3202,-20.6973,-20.04087,3.438233,-20.6973,-53.11201,-12.41471,8.0
160,1131.63,1402.45,2.0,318.0,-24.0324,-21.31503,-22.00772,0.6070439,-21.31503,-54.82421,-13.50919,8.0
161,1130.23,1403.88,2.0,320.0,-23.5173,-22.25898,-26.94508,4.735574,-22.25897,-54.30911,-12.05014,8.0
162,1128.84,1405.31,2.0,322.0,-24.0093,-21.58928,-28.26271,1.273597,-21.58928,-54.80111,-13.21183,8.0
163,1127.45,1406.74,2.0,324.0,-23.4672,-20.57626,-23.4498,0.2420963,-20.57626,-54.25901,-13.68275,8.0
164,1126.06,1408.18,2.0,326.0,-24.0786,-21.89996,-25.15586,1.861227,-21.89996,-54.87041,-12.97045,8.0
165,1124.67,1409.62,2.0,328.0,-21.8981,-20.35913,-22.32473,3.713362,-20.35913,-52.68991,-12.33078,8.0
166,1123.29,1411.07,2.0,330.0,-22.1222,-19.83101,-20.81487,1.581377,-19.83101,-52.91401,-13.08301,8.0
167,1121.92,1412.52,2.0,332.0,-23.0995,-20.54009,-16.48876,0.95406,-20.54008,-53.89131,-13.35123,8.0
168,1120.54,1413.97,2.0,334.0,-21.8316,-20.60147,-21.42079,4.848772,-20.60147,-52.62341,-12.02194,8.0
169,1119.17,1415.43,2.0,336.0,-22.6163,-19.89893,-17.52429,0.607051,-19.89893,-53.40811,-13.50918,8.0
170,1117.81,1416.89,2.0,338.0,-22.8796,-19.69864,-17.9142,-0.3348686,-19.69864,-53.67141,-13.97277,8.0
171,1116.45,1418.35,2.0,340.0,-22.6275,-19.57478,-15.45699,-0.08444544,-19.57477,-53.41931,-13.84454,11.0
172,1115.1,1419.82,2.0,342.0,-22.1696,-19.04768,-18.49877,-0.2204393,-19.04768,-52.96141,-13.91373,8.0
173,1113.75,1421.3,2.0,344.0,-21.8384,-18.9565,-27.17297,0.2607188,-18.9565,-52.63021,-13.67371,11.0
174,1112.4,1422.78,2.0,346.0,-21.452,-18.42687,-20.93004,-0.0296092,-18.42687,-52.24381,-13.81694,11.0
175,1111.07,1424.27,2.0,348.0,-20.9261,-18.25048,-20.15996,0.6973174,-18.25048,-51.71791,-13.46743,11.0
176,1109.74,1425.76,2.0,350.0,-20.8261,-18.11916,-13.8624,0.6295104,-18.11916,-51.61791,-13.49875,11.0
177,1108.42,1427.26,2.0,352.0,-20.1349,-17.99261,-14.9276,1.953983,-17.99261,-50.92671,-12.9341,11.0
178,1107.11,1428.77,2.0,354.0,-19.5843,-17.53108,-16.95735,2.18651,-17.53108,-50.37611,-12.84503,11.0
179,1105.81,1430.29,2.0,356.0,-19.5395,-17.69026,-15.1569,2.750514,-17.69025,-50.33131,-12.64106,11.0
180,1104.51,1431.81,2.0,358.0,-20.5106,-17.61643,-27.71653,0.2354603,-17.61643,-51.30241,-13.68598,11.0
181,1103.23,1433.34,2.0,360.0,-22.4935,-18.70728,-14.53423,-1.434009,-18.70728,-53.28531,-14.57804,11.0
182,1101.94,1434.87,2.0,362.0,-22.4503,-18.92475,-20.80086,-0.9758134,-18.92474,-53.24211,-14.31737,11.0
183,1100.65,1436.4,2.0,364.0,-20.2384,-18.05247,-13.60266,1.84276,-18.05247,-51.03021,-12.97775,11.0
184,1099.36,1437.93,2.0,366.0,-21.2881,-18.17344,-19.5643,-0.2062796,-18.17344,-52.07991,-13.90648,11.0
185,1098.08,1439.46,2.0,368.0,-22.5229,-19.13702,-19.16575,-0.7212467,-19.13702,-53.31471,-14.17769,11.0
186,1096.79,1440.99,2.0,370.0,-21.2728,-18.90278,-23.87258,1.391542,-18.90278,-52.06461,-13.16184,11.0
187,1095.51,1442.52,2.0,372.0,-22.0513,-18.92945,-24.98328,-0.2203172,-18.92945,-52.84311,-13.91367,11.0
188,1094.23,1444.06,2.0,374.0,-21.2652,-18.87826,-26.68763,1.351426,-18.87826,-52.05701,-13.17875,11.0
189,1092.95,1445.59,2.0,376.0,-22.5394,-18.78871,-16.09775,-1.37276,-18.78871,-53.33121,-14.54251,11.0
190,1091.67,1447.13,2.0,378.0,-21.1434,-18.27586,-17.23867,0.290373,-18.27586,-51.93521,-13.65935,11.0
191,1090.4,1448.68,2.0,380.0,-22.6103,-19.284,-18.57586,-0.610558,-19.284,-53.40211,-14.11811,11.0
192,1089.14,1450.23,2.0,382.0,-22.0426,-19.4283,-20.7371,0.8317538,-19.42829,-52.83441,-13.40612,11.0
193,1087.88,1451.78,2.0,384.0,-22.7245,-19.92595,-16.26189,0.4343568,-19.92595,-53.51631,-13.59036,11.0
194,1086.64,1453.35,2.0,386.0,-21.7935,-19.34551,-18.90389,1.2084,-19.34551,-52.58531,-13.23981,11.0
195,1085.41,1454.92,2.0,388.0,-23.5124,-19.88649,-20.08382,-1.154697,-19.88649,-54.30421,-14.41773,8.0
196,1084.2,1456.52,2.0,390.0,-22.4012,-19.57043,-16.84871,0.3668005,-19.57043,-53.19301,-13.62258,11.0
197,1083.02,1458.13,2.0,392.0,-22.9248,-19.77118,-16.7378,-0.2820742,-19.77117,-53.71661,-13.94544,11.0
198,1081.89,1459.78,2.0,394.0,-23.439,-20.51476,-19.63777,0.1738667,-20.51476,-54.23081,-13.71605,11.0
199,1080.82,1461.47,2.0,396.0,-22.0334,-19.9481,-23.03778,2.101857,-19.9481,-52.82521,-12.87712,11.0
200,1079.87,1463.23,2.0,398.0,-23.6793,-20.41552,-27.44147,-0.4929813,-20.41552,-54.47111,-14.0556,11.0
201,1079.13,1465.09,2.0,400.0,-23.7,-20.85313,-27.07683,0.3332503,-20.85313,-54.49181,-13.63868,8.0
202,1078.84,1467.06,2.0,402.0,-22.7459,-20.14561,-33.92836,0.862799,-20.14561,-53.53771,-13.3921,11.0
203,1079.34,1468.97,2.0,404.0,-23.7241,-21.36013,-20.61642,1.405951,-21.36013,-54.51591,-13.15578,11.0
204,1080.54,1470.57,2.0,406.0,-23.9958,-21.39034,-20.57707,0.8513193,-21.39033,-54.78761,-13.39728,11.0
205,1082.03,1471.89,2.0,408.0,-24.9266,-21.01667,-27.63338,-1.64451,-21.01667,-55.71841,-14.70174,8.0
206,1083.63,1473.1,2.0,410.0,-23.7386,-20.55353,-21.0196,-0.3427798,-20.55353,-54.53041,-13.97688,8.0
207,1085.25,1474.27,2.0,412.0,-23.8326,-20.3609,-22.64078,-0.8784639,-20.36089,-54.62441,-14.26352,8.0
208,1086.87,1475.44,2.0,414.0,-24.6229,-21.02585,-26.72485,-1.103585,-21.02585,-55.41471,-14.38886,8.0
209,1088.47,1476.65,2.0,416.0,-24.5235,-21.25879,-23.2875,-0.4947384,-21.25879,-55.31531,-14.05652,11.0
210,1090.03,1477.89,2.0,418.0,-25.1917,-21.30498,-17.53488,-1.605325,-21.30498,-55.98351,-14.67853,11.0
