TIME,LATITUDE,LONGITUDE,TYPE,TAC,PCI,ECI,EARFCN,RSSI,RSRP,RSRQ,SINR,NID,BID,SID,CDMADBM,CDMAECIO
20230228 10:53:12.768,31.292761,121.213247,LTE,23996.0,110.0,96769331.0,1850.0,-77.0,-71,-10,,14,13072,13840,-76,-8.8
20230228 10:53:13.523,31.292761,121.213247,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-10,,14,13072,13840,-76,-8.8
20230228 10:53:13.809,31.292733,121.213244,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-10,,14,13072,13840,-76,-8.8
20230228 10:53:14.764,31.292716,121.213243,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-10,,14,13072,13840,-76,-8.8
20230228 10:53:15.875,31.292716,121.213243,LTE,,,,,,-71,-10,,14,13072,13840,-76,-8.8
20230228 10:53:15.885,31.292705,121.213243,LTE,,,,,,-71,-10,,14,13072,13840,-76,-8.8
20230228 10:53:16.744,31.292695,121.213245,LTE,,,,,,-71,-10,,14,13072,13840,-76,-8.8
20230228 10:53:17.789,31.292685,121.213246,LTE,,,,,,-71,-10,,14,13072,13840,-76,-8.8
20230228 10:53:17.986,31.292685,121.213246,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-72,-10,,14,13072,13840,-77,-8.8
20230228 10:53:18.842,31.292675,121.213246,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-72,-10,,14,13072,13840,-77,-8.8
20230228 10:53:19.817,31.292664,121.213247,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-72,-10,,14,13072,13840,-77,-8.8
20230228 10:53:20.764,31.292653,121.213246,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-72,-10,,14,13072,13840,-77,-8.8
20230228 10:53:21.848,31.292642,121.213246,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-72,-10,,14,13072,13840,-77,-8.8
20230228 10:53:22.841,31.292642,121.213246,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-72,-10,,14,13072,13840,-77,-8.8
20230228 10:53:22.847,31.29263,121.213246,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-72,-10,,14,13072,13840,-77,-8.8
20230228 10:53:23.767,31.292618,121.213245,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-72,-10,,14,13072,13840,-77,-8.8
20230228 10:53:24.016,31.292618,121.213245,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-71,-10,,14,13072,13840,-79,-8.8
20230228 10:53:24.764,31.292607,121.213245,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-71,-10,,14,13072,13840,-79,-8.8
20230228 10:53:25.174,31.292607,121.213245,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-71,-10,,14,13072,13840,-79,-8.8
20230228 10:53:25.770,31.292595,121.213243,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-71,-10,,14,13072,13840,-79,-8.8
20230228 10:53:26.760,31.29257,121.213241,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-71,-10,,14,13072,13840,-79,-8.8
20230228 10:53:27.516,31.29257,121.213241,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-10,,14,13072,13840,-79,-8.8
20230228 10:53:27.817,31.292549,121.213238,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-10,,14,13072,13840,-79,-8.8
20230228 10:53:28.718,31.29253,121.213236,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-10,,14,13072,13840,-79,-8.8
20230228 10:53:29.895,31.29253,121.213236,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-71,-10,,14,13072,13840,-79,-8.8
20230228 10:53:29.905,31.292512,121.213233,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-71,-10,,14,13072,13840,-79,-8.8
20230228 10:53:29.987,31.292512,121.213233,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-70,-10,,14,13072,13840,-79,-8.8
20230228 10:53:30.783,31.292493,121.213231,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-70,-10,,14,13072,13840,-79,-8.8
20230228 10:53:31.781,31.292474,121.213229,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-70,-10,,14,13072,13840,-79,-8.8
20230228 10:53:32.235,31.292474,121.213229,LTE,23996.0,110.0,96769331.0,1850.0,-67.0,-70,-10,,14,13072,13840,-79,-8.8
20230228 10:53:32.774,31.292455,121.213227,LTE,23996.0,110.0,96769331.0,1850.0,-67.0,-70,-10,,14,13072,13840,-79,-8.8
20230228 10:53:33.776,31.292437,121.213224,LTE,23996.0,110.0,96769331.0,1850.0,-67.0,-70,-10,,14,13072,13840,-79,-8.8
20230228 10:53:34.586,31.292437,121.213224,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-70,-10,,14,13072,13840,-79,-8.8
20230228 10:53:34.817,31.292419,121.213221,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-70,-10,,14,13072,13840,-79,-8.8
20230228 10:53:35.794,31.292402,121.213218,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-70,-10,,14,13072,13840,-79,-8.8
20230228 10:53:35.975,31.292402,121.213218,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-67,-10,,14,13072,13840,-79,-8.8
20230228 10:53:36.931,31.292402,121.213218,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-67,-10,,14,13072,13840,-79,-8.8
20230228 10:53:36.937,31.292385,121.213215,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-67,-10,,14,13072,13840,-79,-8.8
20230228 10:53:37.761,31.292371,121.213212,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-67,-10,,14,13072,13840,-79,-8.8
20230228 10:53:38.123,31.292371,121.213212,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-67,-5,1.6,14,13072,13840,-74,-4.8
20230228 10:53:38.757,31.292358,121.213209,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-67,-5,1.6,14,13072,13840,-74,-4.8
20230228 10:53:39.274,31.292358,121.213209,LTE,23996.0,110.0,96769331.0,1850.0,-77.0,-67,-5,1.6,14,13072,13840,-74,-4.8
20230228 10:53:39.777,31.292345,121.213204,LTE,23996.0,110.0,96769331.0,1850.0,-77.0,-67,-5,1.6,14,13072,13840,-74,-4.8
20230228 10:53:40.001,31.292345,121.213204,LTE,23996.0,110.0,96769331.0,1850.0,-77.0,-67,-7,1.4,14,13072,13840,-74,-4.8
20230228 10:53:40.756,31.292333,121.213199,LTE,23996.0,110.0,96769331.0,1850.0,-77.0,-67,-7,1.4,14,13072,13840,-74,-4.8
20230228 10:53:41.633,31.292333,121.213199,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-74,-4.8
20230228 10:53:41.774,31.292321,121.213196,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-74,-4.8
20230228 10:53:42.800,31.292321,121.213196,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-74,-4.8
20230228 10:53:42.822,31.292308,121.213192,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-74,-4.8
20230228 10:53:44.010,31.292308,121.213192,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-74,-4.8
20230228 10:53:44.016,31.292295,121.213189,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-74,-4.8
20230228 10:53:44.842,31.292282,121.213187,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-74,-4.8
20230228 10:53:45.781,31.292269,121.213184,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-74,-4.8
20230228 10:53:46.001,31.292269,121.213184,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-76,-4.8
20230228 10:53:46.765,31.292257,121.213181,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-76,-4.8
20230228 10:53:47.760,31.292244,121.21318,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-76,-4.8
20230228 10:53:48.792,31.292231,121.213179,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-76,-4.8
20230228 10:53:49.879,31.292231,121.213179,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-76,-4.8
20230228 10:53:49.886,31.292218,121.213178,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-76,-4.8
20230228 10:53:50.834,31.292207,121.213177,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-67,-7,1.4,14,13072,13840,-76,-4.8
20230228 10:53:51.056,31.292207,121.213177,LTE,23996.0,110.0,96769331.0,1850.0,-65.0,-67,-7,1.4,14,13072,13840,-76,-4.8
20230228 10:53:51.800,31.292194,121.213175,LTE,23996.0,110.0,96769331.0,1850.0,-65.0,-67,-7,1.4,14,13072,13840,-76,-4.8
20230228 10:53:52.031,31.292194,121.213175,LTE,23996.0,110.0,96769331.0,1850.0,-65.0,-61,-7,1.4,14,13072,13840,-78,-4.8
20230228 10:53:52.759,31.29218,121.213173,LTE,23996.0,110.0,96769331.0,1850.0,-65.0,-61,-7,1.4,14,13072,13840,-78,-4.8
20230228 10:53:53.396,31.29218,121.213173,LTE,23996.0,110.0,96769331.0,1850.0,-67.0,-61,-7,1.4,14,13072,13840,-78,-4.8
20230228 10:53:53.789,31.292165,121.213171,LTE,23996.0,110.0,96769331.0,1850.0,-67.0,-61,-7,1.4,14,13072,13840,-78,-4.8
20230228 10:53:54.748,31.29215,121.21317,LTE,23996.0,110.0,96769331.0,1850.0,-67.0,-61,-7,1.4,14,13072,13840,-78,-4.8
20230228 10:53:55.751,31.29215,121.21317,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-61,-7,1.4,14,13072,13840,-78,-4.8
20230228 10:53:55.785,31.292136,121.213167,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-61,-7,1.4,14,13072,13840,-78,-4.8
20230228 10:53:56.917,31.292136,121.213167,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-61,-7,1.4,14,13072,13840,-78,-4.8
20230228 10:53:56.923,31.292121,121.213164,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-61,-7,1.4,14,13072,13840,-78,-4.8
20230228 10:53:57.845,31.292107,121.213163,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-61,-7,1.4,14,13072,13840,-78,-4.8
20230228 10:53:58.105,31.292107,121.213163,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-61,-7,1.4,14,13072,13840,-78,-4.8
20230228 10:53:58.148,31.292107,121.213163,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-64,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:53:58.764,31.292093,121.213162,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-64,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:53:59.764,31.292079,121.213159,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-64,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:00.444,31.292079,121.213159,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-64,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:00.801,31.292065,121.213156,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-64,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:01.754,31.292051,121.213154,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-64,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:02.790,31.292051,121.213154,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-64,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:02.795,31.292037,121.213153,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-64,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:04.003,31.292037,121.213153,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-64,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:04.010,31.292024,121.213151,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-64,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:04.044,31.292024,121.213151,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-68,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:04.758,31.292011,121.213149,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-68,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:05.759,31.291997,121.213146,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-68,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:06.074,31.291997,121.213146,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-68,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:06.771,31.291983,121.213145,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-68,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:07.489,31.291983,121.213145,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-68,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:07.769,31.291969,121.213144,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-68,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:08.789,31.291955,121.213142,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-68,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:09.820,31.291955,121.213142,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-68,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:09.827,31.291941,121.213138,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-68,-7,1.4,14,13072,13840,-81,-4.8
20230228 10:54:10.042,31.291941,121.213138,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-69,-7,1.4,14,13072,13840,-82,-4.8
20230228 10:54:10.701,31.291927,121.213132,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-69,-7,1.4,14,13072,13840,-82,-4.8
20230228 10:54:11.756,31.291913,121.213128,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-69,-7,1.4,14,13072,13840,-82,-4.8
20230228 10:54:12.819,31.2919,121.213124,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-69,-7,1.4,14,13072,13840,-82,-4.8
20230228 10:54:13.752,31.291887,121.213122,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-69,-7,1.4,14,13072,13840,-82,-4.8
20230228 10:54:14.510,31.291887,121.213122,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-69,-7,1.4,14,13072,13840,-82,-4.8
20230228 10:54:14.831,31.291874,121.213119,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-69,-7,1.4,14,13072,13840,-82,-4.8
20230228 10:54:15.722,31.291861,121.213115,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-69,-7,1.4,14,13072,13840,-82,-4.8
20230228 10:54:16.029,31.291861,121.213115,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-72,-7,1.4,14,13072,13840,-83,-4.8
20230228 10:54:16.875,31.291847,121.213112,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-72,-7,1.4,14,13072,13840,-83,-4.8
20230228 10:54:17.766,31.291834,121.213109,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-72,-7,1.4,14,13072,13840,-83,-4.8
20230228 10:54:18.762,31.291822,121.213107,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-72,-7,1.4,14,13072,13840,-83,-4.8
20230228 10:54:19.768,31.291809,121.213103,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-72,-7,1.4,14,13072,13840,-83,-4.8
20230228 10:54:20.787,31.291796,121.213101,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-72,-7,1.4,14,13072,13840,-83,-4.8
20230228 10:54:21.546,31.291796,121.213101,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-72,-7,1.4,14,13072,13840,-83,-4.8
20230228 10:54:21.764,31.291782,121.213098,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-72,-7,1.4,14,13072,13840,-83,-4.8
20230228 10:54:22.034,31.291782,121.213098,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-70,-7,1.4,14,13072,13840,-83,-4.8
20230228 10:54:22.809,31.291768,121.213094,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-70,-7,1.4,14,13072,13840,-83,-4.8
20230228 10:54:23.676,31.291768,121.213094,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-69,-4,1.4,14,13072,13840,-83,-18.7
20230228 10:54:23.876,31.291754,121.213091,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-69,-4,1.4,14,13072,13840,-83,-18.7
20230228 10:54:24.212,31.291754,121.213091,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-69,-4,1.4,14,13072,13840,-81,-22.1
20230228 10:54:24.775,31.291741,121.213089,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-69,-4,1.4,14,13072,13840,-81,-22.1
20230228 10:54:25.579,31.291741,121.213089,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-69,-6,1.4,14,13072,13840,-81,-22.1
20230228 10:54:25.729,31.291727,121.213088,LTE,23996.0,110.0,96769331.0,1850.0,-69.0,-69,-6,1.4,14,13072,13840,-81,-22.1
20230228 10:54:26.196,31.291727,121.213088,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-69,-6,1.4,14,13072,13840,-81,-22.1
20230228 10:54:26.769,31.291713,121.213085,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-69,-6,1.4,14,13072,13840,-81,-22.1
20230228 10:54:27.781,31.2917,121.213083,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-69,-6,1.4,14,13072,13840,-81,-22.1
20230228 10:54:28.558,31.2917,121.213083,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-69,-6,1.4,14,13072,13840,-81,-22.1
20230228 10:54:28.848,31.291687,121.21308,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-69,-6,1.4,14,13072,13840,-81,-22.1
20230228 10:54:29.766,31.291674,121.213079,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-69,-6,1.4,14,13072,13840,-81,-22.1
20230228 10:54:30.899,31.291674,121.213079,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-69,-6,1.4,14,13072,13840,-81,-22.1
20230228 10:54:30.904,31.291663,121.213078,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-69,-6,1.4,14,13072,13840,-81,-22.1
20230228 10:54:31.573,31.291663,121.213078,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-6,1.4,14,13072,13840,-83,-22.1
20230228 10:54:31.853,31.29165,121.213075,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-6,1.4,14,13072,13840,-83,-22.1
20230228 10:54:32.770,31.291637,121.213073,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-6,1.4,14,13072,13840,-83,-22.1
20230228 10:54:33.787,31.291623,121.213071,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-6,1.4,14,13072,13840,-83,-22.1
20230228 10:54:34.784,31.291609,121.213069,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-6,1.4,14,13072,13840,-83,-22.1
20230228 10:54:35.813,31.291595,121.213068,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-6,1.4,14,13072,13840,-83,-22.1
20230228 10:54:36.794,31.291581,121.213064,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-71,-6,1.4,14,13072,13840,-83,-22.1
20230228 10:54:37.603,31.291581,121.213064,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-72,-6,1.4,14,13072,13840,-79,-22.1
20230228 10:54:37.885,31.291568,121.213059,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-72,-6,1.4,14,13072,13840,-79,-22.1
20230228 10:54:38.794,31.291554,121.213055,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-72,-6,1.4,14,13072,13840,-79,-22.1
20230228 10:54:39.067,31.291554,121.213055,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-72,-6,1.4,14,13072,13840,-79,-30.0
20230228 10:54:39.795,31.291541,121.21305,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-72,-6,1.4,14,13072,13840,-79,-30.0
20230228 10:54:40.219,31.291541,121.21305,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-72,-6,1.4,14,13072,13840,-79,-30.0
20230228 10:54:40.819,31.291527,121.213046,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-72,-6,1.4,14,13072,13840,-79,-30.0
20230228 10:54:41.790,31.291513,121.213041,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-72,-6,1.4,14,13072,13840,-79,-30.0
20230228 10:54:42.769,31.2915,121.213036,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-72,-6,1.4,14,13072,13840,-79,-30.0
20230228 10:54:43.789,31.291486,121.213031,LTE,23996.0,110.0,96769331.0,1850.0,-75.0,-72,-6,1.4,14,13072,13840,-79,-30.0
20230228 10:54:44.948,31.291486,121.213031,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-72,-6,1.4,14,13072,13840,-79,-30.0
20230228 10:54:44.953,31.291473,121.213023,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-72,-6,1.4,14,13072,13840,-79,-30.0
20230228 10:54:44.990,31.291473,121.213023,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-73,-6,1.4,14,13072,13840,-80,-30.0
20230228 10:54:45.789,31.29146,121.213015,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-73,-6,1.4,14,13072,13840,-80,-30.0
20230228 10:54:46.762,31.291446,121.213009,LTE,23996.0,110.0,96769331.0,1850.0,-71.0,-73,-6,1.4,14,13072,13840,-80,-30.0
20230228 10:54:47.271,31.291446,121.213009,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-73,-6,1.4,14,13072,13840,-80,-30.0
20230228 10:54:47.781,31.291432,121.213004,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-73,-6,1.4,14,13072,13840,-80,-30.0
20230228 10:54:48.827,31.29142,121.212997,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-73,-6,1.4,14,13072,13840,-80,-30.0
20230228 10:54:49.778,31.291408,121.21299,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-73,-6,1.4,14,13072,13840,-80,-30.0
20230228 10:54:50.810,31.291408,121.21299,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-73,-6,1.4,14,13072,13840,-80,-30.0
20230228 10:54:50.816,31.291396,121.212983,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-73,-6,1.4,14,13072,13840,-80,-30.0
20230228 10:54:50.966,31.291396,121.212983,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-73,-6,1.4,14,13072,13840,-82,-30.0
20230228 10:54:51.792,31.291383,121.212976,LTE,23996.0,110.0,96769331.0,1850.0,-73.0,-73,-6,1.4,14,13072,13840,-82,-30.0
